Type,Indicator,Context,Source,
Domain,buffalor.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,bugarto.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,buruncha.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,butyri.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,camama.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,canalas.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,candidar.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,ceerdi.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,cerambycidae.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,cereusi.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,cereusi.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,chahoda.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,chargata.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,chehalo.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,chelicerata.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,cheric.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,cholerd.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,cillium.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,circulas.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,cliraco.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,clostri.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,coagula.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,cobact.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,coferto.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,coffiti.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,coleopteras.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,coliadinae.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,coliadinae.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,colista.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,comprando.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,cryptonas.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,cterium.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,culosa.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,culosisa.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,cyrestinae.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,cyrestinae.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,dahla.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,dahmke.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,dambart.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,danainae.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,dangeti.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,danirat.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,dank.hazari.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,debary.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,debarys.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,derikan.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,destarro.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,detegro.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,devasil.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,devtato.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,dintara.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,dipteran.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,dipteran.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,djurhuus.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,dokkade.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,domasq.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,domonas.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,dophil.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,doriga.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,dortisto.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,doscotra.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,draagotan.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,dudocilo.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,dushnilo.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,earium.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,edoboku.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,eidoloni.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,elitoras.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,elmqvist.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,elvisar.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,empusidae.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,empusidae.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,enarto.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,engardos.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,enterow.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,enterox.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,erati.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,ericsoni.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,erlanda.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,ermasa.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,erobact.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,erostipa.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,erunanikan.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,erwina.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,erwini.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,eschera.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,escheri.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,esoudak.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,eurypterida.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,fanniidae.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,fanniidae.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,faroinh.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,fartopart.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,filorta.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,fiordan.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,fishara.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,fishardo.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,flavobac.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,flodman.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,fnrn.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,fordimo.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,fortfar.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,fortias.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,fortinas.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,fortitat.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,fukakumog.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,fusari.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,fusaris.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gaderu.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,garbani.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,genkai.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gholam.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gibarto.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,glitteran.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,glotrast.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gluconid.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,golitrap.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,golofir.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,golorta.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gonepteryx.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gonepteryx.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gongorat.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,goolati.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gordovat.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gorrita.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gortova.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,goruda.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gosacc.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,goshita.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gotpnib.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,grafitto.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gramine.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,graphiuma.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,graphiuma.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,graphosoma.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,graphosoma.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gribata.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gromphadorhina.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,gromphadorhina.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,guill.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,guirora.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,haguret.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hajimari.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hamadryas.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hamadryas.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hansenul.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,haromo.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hazari.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,heliconiinae.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,heliconiinae.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,herica.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,herumot.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hesperiidae.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hesperiidae.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,heteroptera.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,heteroptera.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hibigaru.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hierodula.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hierodula.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hilotrapa.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hilotrapa.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hilotras.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hilus.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hirube.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hiskolan.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,historap.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,historyna.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hkol.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hokoldar.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,holitar.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,holorotop.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,holorta.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,holotran.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,holpantra.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,holposta.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,homoptera.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,homoptera.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hopfar.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,horiton.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,horoton.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hortoban.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hoshiku.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hostarama.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hotornas.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hoturna.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,hpoi.online,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
Domain,huntavo.ru,Gamaredon,hxxps://github[.]com/pan-unit42/iocs/blob/master/Gamaredon/Gamaredon_IoCs_JAN2022.txt,
